title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,"In the mood for something sweet, savoury, soft and crispy?","Rajarani Thosai’s Appam ($1) served with the orange sugar is just the thing. Made from rice flour, the texture is exactly what you would expect with the crispy edges and pancake like middle that carries a slight tang from the fermented batter. And don’t leave the queue without buying their thosai. Though a plain thosai will certainly get the job done, their potato masalah ($3) has the right amount of spices. Not spicy but balanced in flavour and went superbly well with the condiments.
📍Block 137 Tampines Street 11, #01-33, Tampines Round Market and Food Centre
#BurppleBestofTampines",https://burpple.imgix.net/foods/38aafc2a3810be87c7e1545696_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Appam Simple breakfast to start the day.,"Serve fresh and warm, this is one of the better Appams I've tired. Crispy edges and soft cushion body. Best paired with the red palm sugar!
🔹
🔹
🔹
🔹
#tampines#rajaranithosai#appam#tampinesroundmarket#breakfast#indianood#palmsugar#foodie#eatsg#delicious#singapore#singaporefood#sgfoodporn#localfood#sgfood#foodsg#foodporn#whatissingapore#instasg#foodpics#foodgasm#instasg#sgfoodies#openrice#hungrygowhere#burpple#burpplesg#sgmakandiary#uncagestreetfood#STFoodtrending",https://burpple-3.imgix.net/foods/5c3ea15e789122657f41599013_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Thosai,"From Rajarani Thosai
Cheese Egg Butter really go well with the curry and chutney.
Highly recommended!
$4.50",https://burpple-2.imgix.net/foods/5ffb3ea038d1905b1f21912982_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Tho-You-Sai That Your Thosai Can’t Get Any Fresher Than This?,"Masala Butter Thosai - We adored the crisp paper-like edges, and velvety soft centre loaded with spiced and buttery potatoes.
Read more: https://www.misstamchiak.com/rajarani-thosai/",https://burpple-1.imgix.net/foods/18701ee504bf59c8d201874554_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,all it needs is some orange magic dust.,"love the grubs here
.
.
#burpple #foodie #foodart #foodstagram #foodphoto #foodphotography #foodcoma #instafood #foodporn #appam #sghawker #sghawkerfood #sgfoodtrend #8dayseat #phase2 #cbphase2",https://burpple-1.imgix.net/foods/30536c1b244255d341845230_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Appam,"Not sure about the usual price since they were almost closing, and the owner graciously sold me 2 pieces at 1$. Granted, the appams weren't crispy at the edges anymore, but the softness in the middle as well as the fragrance were still prominent. Great with the orange sugar, but 2 pieces is slightly heavy for a snack.",https://burpple-1.imgix.net/foods/5d102f648296b5b9f3c1669264_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Chicken Dum Briyani | $9.50,"Pretty average dum briyani but good enough to satisfy any briyani cravings you might have. Basmati rice was fragrant, and while portion was huge, the chicken was a tad bit dry. Really enjoyed the raita which was very light and refreshing.
Rate:🌟🌟",https://burpple-1.imgix.net/foods/1671684822_review_image1957915_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,"Nothing sadder than lukewarm soggy prata, except tasteless dalcha.","And I had both.
What’s worse - it is your one rare prata meal.
Al-Azhar, what happened?? You used to be my go to! Service is bad, it’s overpriced for room temperature prata, and you don’t even care when I asked for no straw!
I’m just going to pretend this meal didn’t happen.
Bah humbug 🤬😤☹️",https://burpple-3.imgix.net/foods/42af839eea849a352661812023_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Sesame Naan,It’s the first time that I chanced upon “sesame” Naan. Ordered it and was pleasantly surprised that it was a simple freshly made Naan with a generous serving of toasted sesame seeds. Fragrant and delicious.,https://burpple-1.imgix.net/foods/26866fbdb49a6bccc3e1588057_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Butter Naan & Butter Chicken,"Hands down, this is one of the best naan I've tasted by far. Dish was served pipping hot within 10 minutes despite the crowd. The naan was fluffy and soft on the inside but crispy and toasty on the outside. Portion is big (as seen in picture, that's actually one piece of naan being cut into two).
The Butter Chicken's gravy was extremely rich, creamy and savoury. It came with at least six chunks of chicken meat which was surprisingly tender. Anyway don't judge a book by its cover. The bowl may look small but it was sufficient enough to be shared among 2 pax. And although it may look pretty red, it is only mildly spicy and it goes really well with the naan.
I HIGHLY RECOMMEND THIS COMBINATION.",https://burpple-2.imgix.net/foods/61d5c6f1d04ee35ddf21566169_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,I can ignore the calories for this Indian rojak.,"Dipping sauce was rich, tasty, mildly spiced with lots of peanut. The prawn fritter is one of the must try! 🦐 .
.
Where to dine?
Al-Azhar Eating Restaurant
300 Tampines Avenue 5, NTUC Income Tampines Junction, 529653
.
#alazhar #indianrojak #foodgemsg #iphone7plus",https://burpple-3.imgix.net/foods/4f9c109806b6f8cf2c61546089_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Roti Prata (Plain),Waited 25mins for a not crispy and no buttery taste pratas (S$2 for 2 pcs).,https://burpple.imgix.net/foods/60d6dc00bd9ec87841c1509608_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Banana Split 🍌🍦🍦🍌,"S$ 4.00
Cravings of banana split in the midnight? You can visit a 24 hour Al- Azhar restaurant in Tampines area. Don't compare this to known brands, A simple cravings for a simple comfort food makes life easy and happy.
Recommendation: 🍴",https://burpple.imgix.net/foods/42aee7e871a8900eb241347670_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,{ Butter Chicken w/ Naan } You don't have to go to India for their food.,Just head to the nearest 24hr coffee shop & you can find it! I am just lucky that I have 4 of these coffee shops just in my neighbourhood to choose from. And this is one of the best!😊 #sgfoodiary #burpple,https://burpple-1.imgix.net/foods/36123d101249005cca41331745_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Tissue Prata,"Not to my children liking, too much of milk not crispy n slightly soggy",https://burpple-2.imgix.net/foods/3bbc8dcd0fd1017029c1220244_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Cheeeeeseee,"Cheese Naan ($5.20)
Generous amount of cheese that was served hot and gooey
Sinful supper but worth it",https://burpple-3.imgix.net/foods/4d135d8f0031c904d841738938_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,14 Eateries That’ll Have You Eating Like a Basic Tampines Heartlander,"Garlic Naan.
Read more: https://www.misstamchiak.com/tampines/",https://burpple-3.imgix.net/foods/18701ea655cba898e781533833_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,#awesome #food but i dun rili like their drinks #throwback #labourday #monday #brunch #eggs #butternaan #garlicnaan #butterchicken #syurah #adk #sister #daughter #chickenchop #sabirin #abg #brother #son #abi #burrple,NA,https://burpple-3.imgix.net/foods/4966cc3fa18e601b91e1517929_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Naandri!,"Plain Naan
Chilli Chicken
Butter Chicken 👍",https://burpple-3.imgix.net/foods/4b3ea47329b25f5cce21409416_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Nandri!,Countless naan & chilli chicken🐓,https://burpple-1.imgix.net/foods/4b3ea46d74916cde4b81362846_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,|| Roti-John🍴 || ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ How is Monday treating you guys?😊 Hopefully it is not as bad as mine cause I woke up with such bad ache on my thighs!😂 The reason being me playing field soccer for the 3rd time in my life!😅 Still pretty confused what I am supposed to do so just run only!,"Why not grab yourself some supper tonight to cheer yourself up?😁
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖",https://burpple-3.imgix.net/foods/36123d0c0730e2e4a2c1297113_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,No Harm Giving A Try,Butter chicken always go along with garlic naan,https://burpple-2.imgix.net/foods/23ef2a085d78a3f72681195166_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Chat Kway Bakar Plus Sotong,NA,https://burpple-3.imgix.net/foods/2cf44121a0c73a3f4c81007275_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Kampong Porridge.,Kampong Porridge.,https://burpple-2.imgix.net/foods/291e506b01b95a56160936173_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Tandoori Chicken.,Tandoori Chicken.,https://burpple.imgix.net/foods/291e506b01b9539de3c936172_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,#dinner #photoaday @nadzeyra,#dinner #photoaday @nadzeyra,https://burpple-3.imgix.net/foods/278bc58348573a7d404923980_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Kway Teow Bandung,NA,https://burpple.imgix.net/foods/cce61069296203257c424343_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Chicken Tomyam Kway Teow,NA,https://burpple-2.imgix.net/foods/cce610608f76cff14e403988_original.?w=20&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Ice Kacang,NA,https://burpple-1.imgix.net/foods/a2c86915558c29f7e4378467_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Cheese Naan with butter chicken #instaplace #instaplaceapp #instagood #travelgram #photooftheday #instamood #picoftheday #instadaily #photo #instacool #instapic #picture #pic @instaplacemobi #place #earth #world #singapore #SG #tampines #alazharseafoodrestaurant #food #foodporn #restaurant #street #day #cheese #naan #lunch #chicken,Cheese Naan with butter chicken #instaplace #instaplaceapp #instagood #travelgram #photooftheday #instamood #picoftheday #instadaily #photo #instacool #instapic #picture #pic @instaplacemobi #place #earth #world #singapore #SG #tampines #alazharseafoodrestaurant #food #foodporn #restaurant #street #day #cheese #naan #lunch #chicken,https://burpple-1.imgix.net/foods/a2c869106f968eb574363622_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Cheese Naan With Butter Chicken,NA,https://burpple-1.imgix.net/foods/a2c8690e41f53e923a357598_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Naan & Butter Chicken,NA,https://burpple.imgix.net/foods/5be04354fad895b7a6184713_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Al-Azhar Eating Restaurant (Tampines),27 REVIEWS,64 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Cheap & Good
Supper
Indian
Delivery
Halal",*Muslim-owned,Butter Chicken & Cheese Naan,NA,https://burpple.imgix.net/foods/472b4f87e7a653021_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Jin Hock Seafood 金福海鲜菜馆 (Tampines),24 REVIEWS,248 WISHLISTED,Tampines,~$15/pax,"Hawker Food
Seafood
Zi Char",,Lala Double Flavoured Horfun ($16),"Interesting dish w 2 types of horfun - the deep fried and the normal kind! Was good, we enjoyed it. Lala was v plump and sweet. I liked the deep-fried horfun soaked in sauce for a bit so that it's not dry, but still retains that crunch. Normal horfun was not bad, had some wokhei! Sauce was starchy but flavourful, had a nice seafoody 鲜甜 flavour from the lala. Veg was fresh and not overcooked! The only other place I've had deep-fried horfun was at enjoy eating house, and both this and enjoy’s versions were good.",https://burpple-2.imgix.net/foods/1656602975_review_image1943379_original.?w=20&fit=crop&q=80&auto=format
